"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PD020","PD030","PD050","PD060","PD070","PD080","PD090","PW010","PW020","PW030","PW040","PW050","PW060","PW070","PW080","PW090","PW100","PW110","PW120","PW130","PW140","PW150","PW160","PW170","PW180","PW190","PW200","PW210","PW220","PX010","PX020","PX030","PX040","PX050","PX200"
"2013","LU",861,54.4350132625995,"NA","1","2013","14","3",1944,"1","2","1","LU","2","NA","3","7","1","NA","2","NA","1","4","40","NA","NA","NA","13","1","2","NA","NA","NA","19","1","1","3","2","NA","2","NA",0,1,0,0,0,5589,1,0,0,0,0,33672,0,0,0,0,1,"1","1","1","1","1","3","NA","6","NA","7","6","4","5","4","NA","2","NA","NA","7","99","NA","8","8","1","1","NA","NA","7","2","1",68,86,"1","2","NA"
"2013","LU",1051,54.4350132625995,"NA","4","2013","11","4",1958,"1","1","3","EU","2","5","1","8","1","NA","NA","NA","3",,"NA","NA","NA","4","NA","NA","2","NA","NA","NA","19","2","1","3","2","NA","NA","NA",0,2,0,0,0,2851,1,0,0,0,0,0,0,0,15331,0,1,"1","1","1","1","1","1","NA","6","7","NA","8","NA","3","4","NA","2","NA","NA","9","0","99","9","9","NA","1","2","8","6","3","1",54,105,"1","2","33.44079072"
"2013","LU",1121,54.4350132625995,"NA","1","2013","30","4",1940,"1","2","1","LU","2","NA","1","7","1","NA","NA","NA","3","9","40","NA","NA","NA","13","2","2","1","NA","NA","15","2","2","2","2","NA","2","NA",0,1,0,0,0,2074,1,0,0,0,0,32301,0,0,0,0,1,"1","1","1","1","1","1","NA","9","7","7","5","3","3","NA","1","2","8","NA","8","NA","5","8","NA","1","1","NA","NA","NA","2","1",72,112,"1","2","43.21357602"
"2013","LU",1351,54.4350132625995,"NA","1","2013","10","1",1973,"1","2","1","EU","2","NA","5","1","1","NA","NA","NA","3","2","NA","NA","k","2","NA","1","1","NA","NA","NA","23","1","2","3","2","NA","2","NA",0,1,78545,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","NA","9","6","8","8","5","4","2","4","4","NA","NA","NA","99","8","8","8","1","1","2","NA","2","NA","1",39,135,"1","2","NA"
"2013","LU",1401,54.4350132625995,"NA","1","2013","23","4",1938,"1","5","3","EU","2","NA","3","7","1","2","NA","NA","2","0 - 1","NA","NA","NA","NA","11","1","2","NA","NA","4","35","1","2","1","2","NA","2","NA",0,1,0,0,0,0,1,0,0,0,0,10511,208,0,0,0,1,"1","1","1","1","1","1","NA","8","6","NA","5","NA","5","5","3","2","NA","NA","3","5","5","NA","NA","2","1","NA","10","8","1","1",74,140,"1","2","NA"
"2013","LU",1511,54.4350132625995,"NA","1","2013","10","3",1937,"2","4","3","LU","2","3","1","10","2","1","2","NA","NA",,"NA","NA","NA","NA","NA","2","NA","NA","NA","NA","16","3","2","1","2","NA","2","NA",0,1,0,0,0,0,1,0,0,0,0,2194,0,0,0,0,1,"1","1","1","1","1","1","NA","7","NA","NA","NA","4","NA","3","NA","2","NA","NA","6","NA","NA","10","NA","1","NA","NA","8","NA","1","1",75,151,"1","2","298.7504113"
"2013","LU",1561,54.4350132625995,"NA","2","2013","8","3",1988,"2","1","2","EU","2","NA","5","5","NA","2","2","NA","3","5","40","NA","NA","NA","NA","1","2","2","NA","NA","15","3","2","2","2","NA","2","NA",0,1,15336,0,0,239,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","1","2","NA","NA","NA","7","5","5","NA","5","5","2","NA","NA","7","NA","99","7","NA","1","2","2","9","9","4","1",24,156,"1","2","NA"
"2013","LU",1591,54.4350132625995,"NA","1","2013","30","3",1932,"2","2","2","LU","2","NA","1","7","1","NA","NA","NA","1","4","40","NA","NA","NA","11","1","1","NA","NA","NA","21","2","1","3","2","NA","2","NA",0,1,0,0,0,0,1,0,0,0,0,62874,0,0,0,0,1,"1","1","3","1","1","1","NA","9","10","8","9","2","5","2","5","2","8","NA","NA","5","7","99","3","1","1","8","9","9","1","1",80,159,"1","2","20.57932785"
"2013","LU",1631,54.4350132625995,"NA","1","2013","14","3",1984,"2","2","3","Other","2","NA","1","1","1","1","2","NA","3","5","NA","NA","i","NA","NA","2","2","NA","NA","NA","NA","2","2","2","2","NA","2","6",0,1,15253,0,0,5686,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","NA","NA","99","NA","2","2","3","NA","4","NA","5","NA","NA","5","99","NA","7","1","NA","3","NA","NA","3","1",28,163,"1","7","NA"
"2013","LU",1661,54.4350132625995,"NA","1","2013","17","2",1970,"1","1","1","LU","2","NA","2","1","2","NA","NA","NA","3","4","40","NA","o","NA","NA","NA","2","2","NA","NA","16","2","1","3","1","NA","2","NA",0,1,29701,0,0,9454,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","NA","7","NA","7","10","4","4","2","5","3","NA","10","7","NA","10","NA","8","2","2","5","9","10","1","1",42,166,"1","2","NA"
"2013","LU",1681,54.4350132625995,"NA","1","2013","28","4",1933,"1","5","1","LU","2","NA","1","7","1","NA","NA","NA","3","9","NA","NA","NA","NA","NA","1","2","2","NA","12","16","2","2","3","2","NA","2","NA",0,1,0,0,0,0,1,0,13847,0,0,21227,0,0,0,0,1,"1","1","1","1","1","1","NA","8","10","6","9","4","3","4","4","2","NA","NA","6","99","99","4","NA","NA","1","1","8","9","1","1",79,168,"1","7","188.4034459"
"2013","LU",1771,54.4350132625995,"NA","1","2013","13","4",1988,"2","1","3","LU","2","NA","2","10","1","NA","NA","NA","3","5","32","NA","NA","NA","NA","NA","2","NA","NA","1","15","4","2","3","2","NA","2","NA",0,1,9851,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","3","1","1","NA","NA","9","8","3","NA","3","4","NA","1","8","NA","8","NA","7","NA","8","1","2","3","9","8","2","1",24,177,"1","6","121.6697881"
"2013","LU",1801,54.4350132625995,"NA","2","2013","6","4",1960,"2","2","3","Other","1","NA","3","10","2","1","2","NA","NA","6","3","NA","NA","NA","10","NA","1","NA","NA","NA","NA","1","1","1","2","NA","2","NA",0,1,0,0,0,3598,1,0,0,0,0,0,0,0,0,0,1,"1","1","3","1","2","3","NA","8","NA","NA","8","4","3","2","3","2","NA","NA","NA","NA","6","7","9","NA","2","NA","8","NA","1","1",52,180,"1","7","98.01977617"
"2013","LU",1871,54.4350132625995,"NA","2","2013","19","4",1975,"1","2","3","EU","2","NA","1","1","1","NA","NA","NA","3","7","26","NA","f","NA","13","1","NA","2","NA","NA","16","4","2","3","2","NA","2","NA",0,1,86320,0,0,3240,1,1500,0,0,0,0,0,0,0,0,1,"1","1","1","3","1","1","NA","8","NA","10","3","3","4","2","NA","NA","NA","NA","7","5","NA","NA","8","1","1","7","7","8","2","1",37,187,"1","5","87.66933783"
"2013","LU",1891,54.4350132625995,"NA","2","2013","15","3",1981,"2","1","3","EU","1","5","1","1","1","NA","2","NA","3","8","40","NA","q","NA","NA","2","2","2","NA","NA","NA","3","2","2","2","NA","1","NA",0,1,10124,721,0,13098,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","1","3","NA","NA","NA","NA","10","3","4","NA","5","2","NA","NA","9","5","NA","NA","NA","NA","1","NA","10","NA","2","1",31,189,"1","3","84.44866197"
"2013","LU",2091,54.4350132625995,"NA","2","2013","14","1",1980,"2","1","1","EU","2","NA","5","1","1","1","2","NA","3","2","40","NA","b-e","NA","13","1","NA","1","NA","NA","21","2","2","2","2","NA","2","NA",0,1,45813,0,0,7111,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","3","1","1","NA","8","NA","8","8","5","4","3","5","3","NA","NA","NA","3","NA","6","5","1","1","4","10","8","2","1",32,209,"1","7","170.2130173"
"2013","LU",2221,54.4350132625995,"NA","1","2013","15","1",1949,"1","2","3","LU","2","NA","2","7","1","NA","NA","NA","3","3","55","NA","NA","NA","13","1","2","2","NA","NA","20","1","2","2","2","NA","2","NA",0,1,0,0,0,8619,1,360,0,0,0,110805,1715,0,0,0,1,"1","1","1","1","1","1","NA","9","10","8","10","2","4","1","5","2","NA","2","NA","8","NA","5","7","1","1","8","7","NA","2","1",63,222,"1","7","123.5765743"
"2013","LU",2241,54.4350132625995,"NA","2","2013","24","4",1939,"2","4","1","LU","2","NA","1","10","1","1","NA","NA","3",,"40","NA","NA","NA","NA","1","1","1","1","NA","15","2","2","3","2","6","2","NA",0,1,0,0,0,0,1,0,0,0,0,63094,0,0,0,0,1,"1","1","2","1","3","1","NA","9","NA","8","NA","3","5","2","4","2","7","9","8","8","8","4","NA","1","1","7","7","7","2","1",73,224,"1","2","61.54255197"
"2013","LU",2301,54.4350132625995,"NA","2","2013","7","3",1969,"1","2","1","EU","2","NA","5","1","1","1","NA","NA","3","0 - 1","40","NA","i","NA","NA","1","2","2","NA","NA","20","2","2","3","2","NA","2","NA",0,1,53792,2189,2189,9365,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","2","1","NA","9","10","7","10","3","NA","2","4","3","NA","NA","NA","5","NA","7","4","1","1","5","7","NA","2","1",43,230,"1","7","149.2312716"
"2013","LU",2371,54.4350132625995,"NA","4","2013","25","4",1940,"2","2","3","LU","2","NA","1","7","2","NA","2","NA","3","4","NA","NA","NA","NA","NA","2","1","2","NA","NA","15","2","2","3","2","NA","2","NA",0,2,0,0,0,751,1,0,0,0,0,28910,0,0,0,0,1,"1","1","1","1","1","1","NA","NA","7","9","NA","4","NA","NA","5","2","9","8","99","NA","4","8","8","1","1","6","99","6","4","1",72,237,"1","7","104.7958612"
"2013","LU",2411,54.4350132625995,"NA","4","2013","31","4",1986,"2","2","3","LU","2","NA","5","1","1","1","NA","NA","3","2","NA","NA","p","NA","1","1","2","NA","1","NA","18","1","2","3","1","NA","2","NA",0,1,55145,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","NA","9","3","10","8","NA","5","4","5","2","NA","NA","8","7","4","6","10","1","1","NA","NA","NA","1","1",26,241,"1","2","NA"
"2013","LU",2451,54.4350132625995,"NA","3","2013","17","4",1939,"1","4","3","LU","2","NA","1","7","1","NA","NA","NA","3","0 - 1","42","NA","NA","NA","1","1","2","2","NA","NA","18","1","2","3","2","NA","2","NA",0,1,0,0,0,11040,1,0,0,0,0,89178,0,0,0,0,1,"1","1","1","3","1","1","NA","8","9","7","NA","3","4","1","NA","NA","10","8","10","7","6","4","9","1","2","7","NA","8","1","1",73,245,"1","2","NA"
"2013","LU",2461,54.4350132625995,"NA","1","2013","16","4",1946,"1","5","3","LU","2","NA","2","7","2","1","2","NA","2","4","NA","NA","NA","NA","11","NA","2","NA","NA","NA","15","2","1","3","2","NA","2","6",0,2,0,0,0,15035,1,0,0,0,0,25674,0,0,0,0,1,"1","1","1","2","3","1","NA","5","8","10","8","NA","5","4","5","5","7","7","8","5","6","NA","8","NA","1","7","10","7","NA","1",66,246,"1","2","161.1498069"
"2013","LU",2501,54.4350132625995,"NA","2","2013","11","3",1975,"1","5","1","EU","2","NA","1","1","1","NA","NA","NA","3","8","NA","NA","f","NA","13","1","2","2","NA","NA","24","NA","2","3","2","NA","2","NA",3821,1,66317,0,0,8616,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","NA","7","7","NA","10","3","5","3","3","NA","9","7","7","99","NA","7","9","1","NA","7","10","7","3","1",37,250,"1","2","76.99388577"
"2013","LU",2531,54.4350132625995,"NA","2","2013","14","1",1977,"2","2","3","EU","2","NA","2","1","2","NA","NA","NA","3","3","40","NA","l-n","NA","13","1","1","NA","NA","NA","26","1","2","3","2","NA","2","NA",0,2,105222,0,0,6318,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","3","1","3","NA","NA","8","7","8","5","NA","4","5","3","NA","NA","10","NA","7","5","8","1","2","NA","6","9","1","1",35,253,"1","2","325.1421998"
"2013","LU",2541,54.4350132625995,"NA","4","2013","19","3",1946,"1","2","1","EU","2","NA","5","3","2","NA","NA","NA","3","2","NA","NA","r-u","NA","NA","1","1","2","NA","NA","19","2","1","3","2","NA","2","NA",0,1,213881,12286,12286,0,1,3600,19873,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","NA","6","9","6","8","3","5","NA","4","2","8","7","6","10","4","5","7","1","NA","5","NA","9","2","1",66,254,"1","2","39.48336146"
"2013","LU",2601,54.4350132625995,"NA","2","2013","16","3",1935,"2","2","2","LU","2","NA","1","10","2","NA","NA","NA","3","4","40","NA","NA","NA","2","1","2","NA","NA","NA","15","2","2","2","2","NA","2","NA",0,1,0,0,0,0,1,0,0,0,0,32004,0,0,0,0,1,"1","1","1","2","3","1","NA","NA","9","5","10","5","3","3","1","1","NA","8","8","7","0","8","10","NA","2","9","8","10","4","1",77,260,"1","2","89.88305274"
"2013","LU",2861,54.4350132625995,"NA","1","2013","11","1",1958,"1","2","1","LU","2","NA","3","1","1","NA","NA","NA","3","7","40","NA","f","NA","2","NA","NA","2","NA","NA","24","3","2","3","2","NA","2","NA",0,1,63841,0,0,3012,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","1","3","NA","9","9","NA","8","4","3","NA","NA","NA","4","1","4","NA","5","6","NA","1","1","4","10","7","NA","1",54,286,"1","3","NA"
"2013","LU",2871,54.4350132625995,"NA","2","2013","26","2",1942,"2","2","1","EU","2","NA","3","10","2","1","NA","NA","NA","0 - 1","NA","NA","NA","1","NA","NA","2","NA","NA","NA","NA","3","2","3","2","NA","2","NA",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"2","1","1","1","1","1","NA","6","NA","7","10","NA","5","4","5","NA","NA","NA","NA","6","4","NA","8","1","1","NA","NA","10","1","1",70,287,"1","2","66.9582532"
"2013","LU",2941,54.4350132625995,"NA","1","2013","13","2",1935,"2","2","3","LU","2","NA","1","10","NA","NA","NA","1","3",,"18","NA","NA","NA","2","1","2","2","NA","NA","15","2","1","3","2","NA","2","NA",0,1,0,0,0,3012,1,960,0,0,0,4458,0,0,0,0,1,"1","1","1","1","1","1","NA","NA","NA","2","9","2","NA","2","5","2","NA","NA","6","NA","0","NA","8","1","NA","5","NA","8","NA","1",77,294,"1","2","50.40156425"
"2013","LU",2981,54.4350132625995,"NA","1","2013","15","4",1962,"2","2","3","LU","2","NA","5","2","2","1","NA","NA","3","6","60","NA","q","NA","6","1","2","2","NA","NA","23","1","2","2","2","NA","2","NA",1000,1,161007,0,0,2254,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","NA","8","10","10","NA","4","5","2","5","3","9","8","5","8","99","4","9","1","1","6","4","6","2","1",50,298,"1","6","34.63327135"
"2013","LU",3061,54.4350132625995,"NA","2","2013","15","1",1958,"1","5","1","LU","2","NA","3","1","1","1","NA","NA","3","3","40","NA","r-u","6","NA","1","2","2","NA","NA","23","3","1","3","2","NA","2","NA",0,1,56656,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","3","2","1","NA","8","8","7","8","5","NA","2","5","5","8","5","6","8","8","NA","NA","1","1","5","10","10","1","1",54,306,"1","7","59.19231882"
"2013","LU",3281,54.4350132625995,"NA","4","2013","32","1",1982,"1","1","2","EU","2","NA","3","1","1","NA","NA","NA","3","5","40","NA","l-n","NA","13","1","2","2","NA","NA","15","4","2","3","2","6","2","NA",0,1,58080,0,0,1987,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","NA","NA","8","8","NA","NA","4","2","4","NA","NA","5","8","9","NA","8","10","NA","1","5","8","8","1","1",30,328,"1","NA","239.9107213"
"2013","LU",3481,54.4350132625995,"NA","1","2013","15","3",1955,"1","2","3","EU","2","NA","3","3","NA","2","2","NA","3","7","NA","NA","f","NA","NA","NA","2","NA","NA","3","NA","1","2","3","2","NA","2","NA",2989,1,14296,0,0,0,1,0,700,0,0,0,0,0,0,0,1,"1","1","1","2","2","1","NA","6","NA","8","0","4","2","4","NA","NA","NA","NA","0","5","NA","NA","NA","1","NA","6","8","NA","3","1",57,348,"1","7","42.59073364"
"2013","LU",3521,54.4350132625995,"NA","3","2013","38","3",1967,"1","2","1","EU","2","NA","1","1","1","NA","NA","NA","3","9","40","NA","i","NA","13","1","2","2","NA","NA","20","1","1","3","2","NA","2","NA",0,2,74232,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","3","3","NA","NA","9","8","8","4","5","5","3","1","10","10","NA","0","4","NA","7","1","1","5","9","10","1","1",45,352,"1","6","88.95244019"
"2013","LU",3571,54.4350132625995,"NA","2","2013","46","1",1980,"2","3","1","EU","1","2","3","10","NA","2","2","NA","4","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","2","NA","2","NA",0,1,0,0,0,10088,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","3","1","1","NA","NA","8","NA","10","NA","1","4","NA","NA","NA","NA","9","7","0","5","7","1","NA","NA","5","7","NA","1",32,357,"1","2","60.79715729"
"2013","LU",3721,54.4350132625995,"NA","1","2013","21","4",1952,"1","2","1","LU","2","NA","5","10","1","NA","2","NA","3","2","30","NA","NA","NA","NA","1","2","2","NA","NA","19","3","2","3","2","NA","2","NA",0,1,0,0,0,0,1,0,0,0,0,0,50597,0,0,0,1,"1","1","1","1","1","1","NA","8","8","8","9","NA","3","1","5","NA","NA","NA","NA","99","0","10","8","1","1","6","NA","5","NA","1",60,372,"1","2","132.1132637"
"2013","LU",3791,54.4350132625995,"NA","2","2013","20","2",1984,"2","1","2","EU","2","NA","5","1","2","NA","NA","NA","3","2","36","NA","j","NA","NA","1","2","2","NA","NA","22","3","2","3","2","NA","2","NA",0,1,47609,0,0,7419,1,1800,0,0,8638,0,0,0,0,0,1,"1","NA","1","2","1","1","NA","7","8","6","10","5","4","3","3","2","NA","7","7","5","2","7","NA","1","1","4","NA","10","1","1",28,379,"1","2","34.23156132"
"2013","LU",3851,54.4350132625995,"NA","2","2013","21","1",1932,"2","4","1","LU","2","NA","1","7","1","1","NA","NA","NA","9","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","16","1","1","3","2","NA","2","NA",0,1,0,0,0,5749,1,0,0,0,0,19576,0,0,0,0,1,"1","1","3","1","1","1","NA","6","8","5","NA","1","NA","NA","5","2","NA","NA","10","99","7","10","NA","1","1","7","NA","10","2","1",80,385,"1","2","59.9857564"
"2013","LU",4041,54.4350132625995,"NA","2","2013","12","2",1967,"1","1","1","EU","2","NA","5","1","2","NA","1","NA","3","0 - 1","NA","NA","o","NA","1","1","2","2","NA","NA","NA","1","1","3","1","NA","2","NA",0,1,22725,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","NA","8","10","5","8","5","NA","3","NA","NA","3","NA","NA","7","9","0","NA","NA","1","3","8","NA","4","1",45,404,"1","7","198.8577373"
"2013","LU",4051,54.4350132625995,"NA","1","2013","9","3",1954,"1","2","3","LU","2","NA","5","1","1","NA","NA","NA","3","3","NA","NA","k","NA","NA","1","1","NA","NA","NA","21","2","2","3","2","NA","2","NA",0,1,38351,1107,0,0,1,0,9699,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","NA","6","99","5","6","4","5","1","5","NA","NA","9","5","NA","5","NA","NA","1","1","6","NA","7","1","1",58,405,"1","2","91.35203634"
"2013","LU",4141,54.4350132625995,"NA","4","2013","7","2",1958,"2","2","2","EU","2","NA","5","3","1","1","2","NA","3","2","NA","NA","l-n","NA","13","NA","2","NA","NA","NA","26","3","2","3","2","NA","2","NA",0,1,0,0,0,10393,1,0,49479,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","NA","10","8","7","8","4","2","3","NA","2","5","NA","NA","0","NA","6","8","1","1","7","5","10","2","1",54,414,"1","7","NA"
"2013","LU",4161,54.4350132625995,"NA","2","2013","11","3",1962,"2","2","3","EU","2","NA","5","1","1","1","NA","NA","3","2","NA","NA","j","NA","4","1","2","NA","NA","NA","23","2","2","2","2","NA","2","NA",0,1,4766,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","NA","4","NA","9","NA","2","3","NA","NA","2","NA","5","2","1","NA","5","NA","1","2","NA","NA","7","NA","1",50,416,"1","6","151.0889907"
"2013","LU",4221,54.4350132625995,"NA","1","2013","9","4",1973,"2","2","1","LU","2","NA","3","2","1","NA","2","NA","3","3","55","NA","q","NA","8","1","2","1","NA","NA","17","3","2","3","2","NA","2","NA",0,2,94950,0,0,3452,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","3","1","3","NA","8","8","8","10","4","3","2","NA","2","7","6","3","3","6","6","7","NA","1","4","8","0","NA","1",39,422,"1","6","NA"
"2013","LU",4421,54.4350132625995,"NA","3","2013","7","2",1955,"2","4","3","LU","2","NA","2","2","1","1","NA","NA","3","3","40","NA","r-u","NA","11","1","NA","2","NA","NA","23","2","2","3","2","NA","2","NA",0,2,61264,0,0,3695,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","NA","7","5","9","8","4","3","2","4","NA","NA","9","10","7","99","7","NA","1","1","7","10","5","2","1",57,442,"1","7","120.1338851"
"2013","LU",4471,54.4350132625995,"NA","1","2013","11","4",1958,"2","5","3","EU","2","5","3","10","1","NA","NA","NA","3","4","32","NA","NA","4","8","NA","NA","NA","NA","NA","17","1","2","3","2","NA","2","NA",0,1,0,0,0,0,1,0,0,0,18255,0,0,0,0,0,1,"1","1","1","1","3","1","NA","NA","9","6","6","NA","3","1","1","NA","9","3","NA","NA","99","8","9","1","NA","NA","5","10","2","1",54,447,"1","7","282.710421"
"2013","LU",4501,54.4350132625995,"NA","1","2013","15","4",1944,"1","2","3","LU","2","NA","4","7","1","NA","NA","NA","2","3","40","NA","NA","NA","13","1","2","2","NA","NA","15","2","1","3","1","NA","2","NA",0,1,0,0,0,0,1,0,0,0,0,64621,1834,0,0,0,1,"1","1","1","3","1","1","NA","8","8","8","NA","4","2","3","5","NA","8","NA","5","5","10","99","8","1","1","6","8","6","1","1",68,450,"1","7","NA"
