"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PD020","PD030","PD050","PD060","PD070","PD080","PD090","PW010","PW020","PW030","PW040","PW050","PW060","PW070","PW080","PW090","PW100","PW110","PW120","PW130","PW140","PW150","PW160","PW170","PW180","PW190","PW200","PW210","PW220","PX010","PX020","PX030","PX040","PX050","PX200"
"2013","MT",641,35.6402647797306,"NA","2","2013","10","NA",1932,"1","2","1","MT","2","NA","1","7","NA","1","2","NA","3","6","NA","NA","NA","NA","1","1","2","NA","1","NA","18","2","2","3","2","NA","2","NA",1,1,0,0,0,964,1,0,0,0,0,10319,0,0,0,0,1,"1","1","1","1","1","2","NA","6","NA","4","5","NA","5","2","5","1","NA","NA","NA","99","6","6","9","1","1","5","8","8","2","1",80,64,"1","7","52.214"
"2013","MT",801,35.6402647797306,"NA","2","2013","35","NA",1941,"2","2","1","MT","2","NA","2","7","NA","2","2","1","3","3","NA","NA","NA","6","NA","1","1","NA","NA","NA","17","1","1","3","2","NA","2","NA",1,1,0,0,0,0,1,840,0,0,0,5146,0,987,0,0,1,"3","1","2","1","3","1","NA","10","8","0","NA","5","NA","NA","2","2","NA","NA","8","0","2","NA","10","1","NA","NA","NA","10","NA","1",71,80,"1","6","16.0728"
"2013","MT",811,35.6402647797306,"NA","2","2013","30","NA",1935,"2","2","3","MT","2","NA","NA","10","NA","1","2","NA","NA",,"NA","NA","NA","NA","NA","NA","2","2","NA","NA","16","2","1","2","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,6377,0,0,0,0,1,"1","NA","2","1","1","1","NA","NA","8","6","8","2","NA","NA","NA","3","NA","NA","8","7","0","NA","7","1","1","7","8","9","3","1",77,81,"1","2","46.4099"
"2013","MT",831,35.6402647797306,"NA","2","2013","7","NA",1932,"2","4","1","MT","2","NA","1","10","NA","NA","2","NA","3",,"40","NA","NA","NA","3","1","1","2","NA","NA","17","2","2","3","2","NA","2","NA",1,1,0,0,0,1469,1,0,0,0,0,12334,0,0,0,0,1,"1","1","1","3","1","3","NA","NA","10","3","7","2","4","2","5","NA","6","NA","NA","99","99","8","9","1","1","4","10","5","1","1",80,83,"1","2","82.294"
"2013","MT",1001,35.6402647797306,"NA","2","2013","15","NA",1972,"1","2","1","MT","1","NA","2","1","NA","NA","NA","NA","3","9","60","NA","f","NA","6","NA","2","2","NA","NA","28","1","2","3","2","NA","2","NA",1,1,19584,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","2","2","3","NA","NA","8","8","8","3","5","NA","5","4","NA","NA","7","0","NA","9","10","1","NA","6","7","8","1","1",40,100,"1","2","57.1885"
"2013","MT",1061,35.6402647797306,"NA","2","2013","18","NA",1959,"1","1","3","MT","2","3","5","1","NA","1","2","NA","3","2","NA","NA","p","NA","1","NA","2","2","NA","NA","17","2","2","2","2","NA","2","NA",1,1,5741,0,0,1337,1,600,0,0,0,0,2612,0,0,0,1,"1","1","1","3","1","1","NA","8","NA","6","8","2","NA","1","NA","3","NA","5","9","6","7","5","10","1","NA","4","7","NA","NA","1",53,106,"1","5","20.4821"
"2013","MT",1111,35.6402647797306,"NA","2","2013","30","NA",1982,"2","3","3","MT","2","5","2","1","NA","NA","NA","NA","3","5","40","NA","r-u","NA","4","1","1","2","NA","NA","17","3","2","3","2","NA","2","NA",1,1,24893,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"NA","1","1","2","1","1","NA","9","NA","NA","7","4","4","4","NA","1","NA","6","8","NA","NA","6","9","1","1","NA","2","2","1","1",30,111,"1","2","28.6382"
"2013","MT",1161,35.6402647797306,"NA","2","2013","40","NA",1932,"2","4","3","MT","2","NA","3","10","NA","NA","NA","NA","3",,"NA","NA","NA","NA","1","NA","NA","1","NA","NA","18","1","1","3","2","NA","2","NA",1,1,0,17165,0,874,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","2","1","1","NA","NA","9","6","6","4","5","4","5","2","NA","NA","2","6","NA","NA","10","NA","NA","5","NA","7","3","1",80,116,"1","3","14.7647"
"2013","MT",1201,35.6402647797306,"NA","3","2013","8","NA",1953,"1","2","1","MT","2","NA","2","1","NA","NA","NA","NA","3","7","40","NA","b-e","NA","4","NA","2","NA","NA","NA","19","3","2","3","2","NA","2","NA",1,1,17340,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","3","2","2","1","NA","10","9","NA","8","3","4","NA","4","2","2","5","4","99","7","8","10","NA","NA","5","10","NA","1","1",59,120,"1","2","49.2535"
"2013","MT",1221,35.6402647797306,"NA","3","2013","5","NA",1945,"1","4","1","MT","2","NA","1","7","NA","NA","NA","NA","3","9","40","NA","NA","NA","3","1","2","2","NA","NA","23","2","2","3","2","NA","2","NA",1,1,0,994,0,1742,1,0,0,0,0,25087,0,0,0,0,1,"1","1","1","1","1","1","NA","8","10","NA","NA","2","3","NA","4","NA","7","7","4","6","8","6","7","1","NA","6","5","9","1","1",67,122,"1","6","53.8606"
"2013","MT",1241,35.6402647797306,"NA","2","2013","3","NA",1932,"2","4","1","MT","2","4","0","11","NA","NA","2","NA","NA","9","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","26","3","2","3","2","NA","2","NA",1,1,0,0,0,1544,1,0,0,0,0,79,0,0,0,0,1,"1","1","2","1","1","1","NA","7","10","8","NA","NA","5","NA","3","2","NA","NA","8","0","NA","7","8","NA","NA","NA","10","NA","9","1",80,124,"1","6","78.4679"
"2013","MT",1261,35.6402647797306,"NA","2","2013","25","NA",1935,"2","4","3","MT","2","NA","1","10","NA","1","2","NA","3",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,4262,0,0,0,0,1,"1","1","3","3","1","1","NA","4","6","7","10","NA","5","1","5","NA","NA","NA","NA","NA","7","NA","6","1","NA","NA","NA","8","1","1",77,126,"1","2","72.7013"
"2013","MT",1331,35.6402647797306,"NA","2","2013","19","NA",1979,"1","1","1","MT","2","NA","5","11","NA","2","2","NA","3","2","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","22","2","2","3","2","NA","2","NA",1,1,0,0,0,0,1,600,0,0,0,0,0,0,0,0,1,"1","1","1","2","1","1","NA","NA","8","NA","NA","NA","4","NA","5","3","NA","NA","8","5","8","6","10","1","1","NA","7","9","1","1",33,133,"1","2","25.3809"
"2013","MT",1401,35.6402647797306,"NA","2","2013","9","NA",1956,"1","2","1","MT","2","NA","2","3","NA","NA","NA","NA","3","7","40","NA","f","NA","4","1","2","2","NA","NA","15","2","1","3","2","NA","2","NA",1,1,0,0,0,1443,1,0,11316,0,0,0,0,0,0,0,1,"2","1","1","2","2","1","NA","7","6","NA","7","3","NA","3","9","1","NA","7","NA","NA","NA","0","NA","1","1","7","7","8","NA","1",56,140,"1","2","85.9232"
"2013","MT",1421,35.6402647797306,"NA","2","2013","13","NA",1954,"2","2","3","MT","2","NA","1","11","NA","1","2","NA","3","8","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","22","2","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","2","3","1","1","1","NA","NA","10","6","NA","NA","5","NA","NA","NA","NA","NA","8","8","NA","2","10","NA","1","6","4","6","1","1",58,142,"1","2","34.2863"
"2013","MT",1581,35.6402647797306,"NA","3","2013","15","NA",1956,"1","2","3","MT","2","NA","1","3","NA","1","2","NA","3","7","30","NA","f","NA","NA","1","2","2","NA","NA","19","3","1","3","2","NA","2","NA",1,1,0,0,0,0,1,0,9185,0,0,0,0,0,0,0,1,"2","1","1","2","2","1","NA","NA","9","6","7","2","NA","NA","4","5","NA","NA","NA","10","6","5","8","NA","1","NA","NA","NA","1","1",56,158,"1","2","44.7991"
"2013","MT",1641,35.6402647797306,"NA","2","2013","3","NA",1954,"2","2","1","MT","2","5","1","2","NA","1","2","NA","3","5","NA","NA","g","NA","2","1","2","2","NA","NA","18","2","2","3","2","NA","2","NA",1,1,10583,0,0,176,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","3","1","1","NA","NA","7","8","NA","4","5","NA","4","NA","10","NA","6","NA","8","7","NA","1","NA","NA","NA","8","1","1",58,164,"1","6","21.2912"
"2013","MT",1671,35.6402647797306,"NA","3","2013","15","NA",1947,"1","2","3","MT","2","NA","4","7","NA","1","NA","NA","3","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","23","2","1","2","2","NA","2","NA",1,1,0,0,0,0,1,0,0,2403,0,5108,0,0,0,0,1,"1","1","2","1","2","1","NA","NA","8","3","8","3","NA","NA","NA","3","8","NA","10","NA","4","10","7","1","2","9","9","10","1","1",65,167,"1","2","19.7139"
"2013","MT",1711,35.6402647797306,"NA","2","2013","28","NA",1940,"2","3","1","MT","2","NA","2","7","NA","NA","2","NA","NA","2","40","NA","NA","NA","4","1","2","2","NA","NA","16","2","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,13067,0,0,0,0,1,"1","3","1","2","1","1","NA","NA","8","5","10","3","2","4","5","3","NA","NA","7","5","NA","7","7","NA","1","7","NA","NA","NA","1",72,171,"1","2","79.9289"
"2013","MT",1721,35.6402647797306,"NA","2","2013","10","NA",1964,"1","2","1","MT","2","NA","2","3","NA","NA","2","NA","3","5","NA","NA","g","NA","4","1","1","2","NA","NA","19","3","2","3","2","NA","2","NA",1,1,0,0,0,1883,1,0,16536,0,0,0,0,0,0,0,1,"1","1","1","2","2","3","NA","1","NA","7","10","4","2","3","4","NA","NA","1","3","NA","2","7","NA","1","1","NA","NA","5","NA","1",48,172,"1","6","36.1722"
"2013","MT",1771,35.6402647797306,"NA","2","2013","10","NA",1968,"1","2","1","MT","2","NA","2","1","NA","NA","NA","NA","3","5","40","NA","h","NA","4","1","NA","2","NA","NA","22","2","2","3","2","NA","2","NA",1,1,70812,0,0,0,1,480,0,0,0,0,0,0,0,0,1,"1","1","1","1","2","3","NA","10","8","9","9","NA","5","2","5","NA","5","NA","9","8","4","NA","10","1","1","5","NA","9","1","1",44,177,"1","2","14.3224"
"2013","MT",1821,35.6402647797306,"NA","2","2013","28","NA",1945,"2","2","1","MT","2","NA","1","2","NA","2","2","NA","3","3","50","NA","p","6","3","1","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,4903,0,0,0,1,0,0,0,0,338,0,0,0,0,1,"1","NA","1","1","1","1","NA","9","NA","NA","NA","4","4","NA","NA","3","9","NA","9","5","6","5","NA","1","NA","NA","9","2","4","1",67,182,"1","7","46.9589"
"2013","MT",1851,35.6402647797306,"NA","2","2013","11","NA",1949,"1","4","3","MT","2","NA","2","7","NA","1","1","NA","2","7","NA","NA","NA","NA","1","1","2","NA","NA","NA","16","3","2","3","2","NA","2","NA",1,1,0,0,0,1968,1,0,0,0,0,10463,0,0,0,0,1,"1","1","1","3","1","1","NA","9","NA","NA","7","NA","3","NA","4","NA","8","NA","7","7","8","NA","9","1","NA","NA","8","NA","1","1",63,185,"1","7","15.3933"
"2013","MT",1881,35.6402647797306,"NA","3","2013","13","NA",1945,"1","2","1","MT","2","NA","3","7","NA","NA","NA","NA","3","0 - 1","40","NA","NA","NA","4","1","2","2","NA","NA","18","1","2","3","2","NA","2","NA",1,1,0,0,0,435,1,0,0,0,0,30752,0,0,0,0,1,"1","NA","1","3","2","1","NA","NA","NA","7","7","3","NA","2","5","3","NA","NA","NA","6","8","7","7","1","1","NA","7","5","1","1",67,188,"1","2","31.7015"
"2013","MT",1911,35.6402647797306,"NA","2","2013","11","NA",1957,"1","2","1","MT","2","NA","3","5","NA","1","2","NA","3",,"40","NA","NA","NA","3","NA","NA","NA","NA","NA","40","3","1","3","2","NA","2","NA",1,1,0,3239,0,1968,1,630,0,0,6353,0,0,0,0,0,1,"1","NA","1","1","1","1","NA","5","7","NA","NA","5","4","NA","5","1","NA","NA","3","6","4","6","NA","1","1","NA","7","NA","NA","1",55,191,"1","7","18.0349"
"2013","MT",1921,35.6402647797306,"NA","2","2013","11","NA",1945,"1","3","1","MT","2","NA","1","7","NA","NA","NA","NA","3","7","40","NA","NA","NA","3","1","2","1","NA","NA","17","2","1","3","2","NA","2","NA",1,1,0,0,0,1538,1,0,0,0,0,23457,0,0,0,0,1,"1","1","1","1","1","1","NA","6","NA","8","9","NA","NA","1","5","2","99","NA","6","6","6","10","10","1","NA","9","2","4","2","1",67,192,"1","6","27.9042"
"2013","MT",1941,35.6402647797306,"NA","2","2013","35","NA",1966,"2","2","1","MT","2","NA","3","1","NA","NA","NA","NA","3","0 - 1","NA","NA","q","NA","1","NA","2","2","NA","NA","16","3","1","3","2","5","2","NA",1,1,19211,0,0,521,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","1","3","NA","6","NA","NA","NA","4","5","NA","4","3","NA","9","3","NA","8","6","8","1","1","7","6","NA","1","1",46,194,"1","2","25.7392"
"2013","MT",2121,35.6402647797306,"NA","2","2013","7","NA",1937,"2","2","3","MT","2","NA","1","10","NA","1","2","NA","3",,"15","NA","NA","NA","1","NA","NA","NA","NA","NA","21","1","2","3","2","NA","2","NA",1,1,0,0,0,904,1,0,0,0,0,1286,0,275,0,0,1,"1","1","1","1","1","1","NA","10","NA","7","NA","4","3","3","5","NA","NA","NA","NA","7","7","8","7","1","NA","2","3","NA","4","1",75,212,"1","2","82.3276"
"2013","MT",2171,35.6402647797306,"NA","2","2013","13","NA",1932,"2","4","3","MT","2","NA","0","7","NA","NA","NA","NA","3","4","25","NA","NA","NA","NA","NA","NA","NA","NA","NA","16","3","1","3","2","NA","2","NA",1,1,0,0,0,486,1,1200,0,0,0,9223,0,0,0,0,1,"1","1","1","1","2","1","NA","NA","NA","NA","8","3","NA","NA","5","3","8","NA","6","8","NA","8","NA","1","NA","8","6","9","2","1",80,217,"1","2","78.2055"
"2013","MT",2261,35.6402647797306,"NA","2","2013","23","NA",1977,"1","2","1","MT","2","NA","3","1","NA","NA","NA","NA","3","4","40","NA","g","NA","3","NA","2","NA","NA","NA","22","1","2","3","2","NA","2","NA",1,1,25430,0,0,0,1,100,0,0,0,0,0,0,0,0,1,"3","1","1","3","1","1","NA","7","8","7","10","NA","NA","NA","4","NA","10","8","0","5","NA","NA","7","1","1","7","4","6","1","1",35,226,"1","2","16.1433"
"2013","MT",2321,35.6402647797306,"NA","3","2013","5","NA",1933,"2","2","1","MT","2","NA","1","10","NA","1","2","NA","3",,"NA","NA","NA","NA","NA","1","2","NA","NA","NA","16","2","1","3","2","NA","2","NA",1,1,0,0,0,0,1,466,0,0,0,0,0,0,0,0,1,"2","1","3","1","1","1","NA","NA","10","5","8","5","4","2","3","2","NA","NA","9","99","NA","5","8","1","1","8","6","1","1","1",79,232,"1","7","60.2557"
"2013","MT",2491,35.6402647797306,"NA","3","2013","18","NA",1952,"2","2","3","MT","1","NA","1","10","NA","1","2","NA","3","9","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","14","1","2","3","2","NA","2","NA",1,1,0,0,0,0,1,590,0,0,0,0,0,108,0,0,1,"1","1","1","2","2","1","NA","NA","9","NA","9","NA","2","NA","5","NA","9","NA","NA","NA","4","5","8","NA","NA","NA","9","5","2","1",60,249,"1","2","76.252"
"2013","MT",2541,35.6402647797306,"NA","2","2013","11","NA",1944,"2","2","1","MT","2","NA","1","10","NA","2","2","1","3","8","10","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,0,0,0,1212,1,470,0,0,0,4762,0,0,0,0,1,"1","1","1","2","2","1","NA","NA","6","NA","7","NA","NA","3","5","2","7","NA","NA","5","NA","5","7","1","1","10","NA","NA","NA","1",68,254,"1","2","34.8367"
"2013","MT",2611,35.6402647797306,"NA","2","2013","12","NA",1932,"2","2","1","MT","2","NA","0","10","NA","2","NA","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","18","2","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,4661,0,1301,0,0,1,"1","1","1","1","1","1","NA","3","7","2","7","3","NA","NA","4","4","NA","NA","1","NA","5","5","NA","NA","2","2","4","9","NA","1",80,261,"1","2","23.2985"
"2013","MT",2641,35.6402647797306,"NA","3","2013","18","NA",1943,"2","2","1","MT","2","NA","1","10","NA","1","NA","NA","3",,"40","NA","NA","NA","NA","NA","2","2","NA","NA","18","3","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,9718,0,0,0,0,1,"1","1","2","1","1","1","NA","5","NA","NA","10","3","4","NA","NA","2","NA","NA","NA","7","NA","9","7","1","NA","NA","1","NA","1","1",69,264,"1","2","32.0703"
"2013","MT",2721,35.6402647797306,"NA","2","2013","20","NA",1932,"2","4","1","MT","2","5","NA","10","NA","2","2","NA","NA",,"NA","NA","NA","3","NA","1","NA","NA","NA","NA","16","2","2","3","2","NA","2","NA",1,1,0,0,0,1371,1,0,0,0,0,5293,0,0,0,0,1,"1","1","1","2","3","1","NA","1","NA","NA","9","NA","5","NA","5","3","NA","6","9","NA","7","NA","NA","1","1","NA","7","NA","1","1",80,272,"1","2","13.1541"
"2013","MT",2811,35.6402647797306,"NA","2","2013","23","NA",1932,"1","4","1","MT","2","NA","1","7","NA","NA","2","NA","3","9","NA","NA","NA","NA","1","NA","2","2","1","NA","19","3","1","3","2","NA","2","8",1,1,0,0,0,1096,1,0,0,0,0,9699,0,0,0,0,1,"1","1","1","1","1","1","NA","NA","NA","6","8","NA","5","NA","2","1","NA","NA","8","NA","4","NA","NA","2","NA","7","5","NA","1","1",80,281,"1","6","44.5363"
"2013","MT",2831,35.6402647797306,"NA","2","2013","20","NA",1946,"2","2","3","MT","2","NA","2","10","NA","NA","2","NA","2",,"NA","NA","NA","NA","NA","1","NA","NA","NA","NA","19","1","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","2","1","1","1","NA","7","NA","0","10","4","4","NA","5","2","NA","NA","NA","8","NA","3","9","1","1","5","9","8","1","1",66,283,"1","2","24.2937"
"2013","MT",2851,35.6402647797306,"NA","2","2013","13","NA",1932,"2","2","1","MT","1","NA","2","7","NA","2","2","1","NA","4","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","19","3","2","3","2","NA","2","NA",1,1,0,0,0,1968,1,0,0,0,0,1840,0,2588,0,0,1,"1","2","1","3","2","1","NA","5","NA","5","1","5","3","2","NA","1","NA","NA","NA","6","5","5","NA","1","1","2","NA","10","1","1",80,285,"1","6","14.1007"
"2013","MT",2991,35.6402647797306,"NA","2","2013","15","NA",1979,"1","2","3","MT","1","NA","2","1","NA","NA","NA","NA","3","7","65","NA","b-e","NA","4","1","1","2","NA","NA","18","2","1","3","2","NA","2","NA",1,1,21896,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","2","2","1","3","NA","8","9","8","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","8","NA","9","NA","9","8","10","5","1","1",33,299,"1","2","68.3748"
"2013","MT",3011,35.6402647797306,"NA","2","2013","8","NA",1935,"2","2","3","MT","2","NA","NA","10","NA","1","2","NA","NA",,"NA","NA","NA","NA","NA","NA","2","NA","NA","NA","16","2","2","3","2","NA","2","NA",1,1,0,0,0,1533,1,0,0,0,0,0,0,0,0,0,1,"1","1","2","2","1","1","NA","1","9","7","6","4","4","4","5","2","NA","NA","8","NA","6","6","9","1","NA","8","NA","4","1","1",77,301,"1","6","76.6488"
"2013","MT",3071,35.6402647797306,"NA","2","2013","4","NA",1932,"2","2","1","MT","2","4","2","10","NA","1","2","NA","NA","4","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","20","3","2","3","2","NA","2","NA",1,1,0,0,0,1497,1,600,0,0,0,6248,0,0,0,0,1,"1","1","1","1","1","1","NA","NA","9","NA","9","NA","5","NA","NA","NA","NA","NA","NA","7","NA","8","8","9","1","2","NA","NA","NA","1",80,307,"1","2","74.5457"
"2013","MT",3121,35.6402647797306,"NA","2","2013","28","NA",1934,"2","1","2","MT","2","NA","NA","7","NA","NA","NA","NA","3","9","40","NA","NA","NA","NA","NA","2","2","NA","NA","18","2","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,8852,0,0,0,0,1,"1","1","1","NA","3","1","NA","NA","7","5","8","2","4","2","4","3","NA","NA","NA","NA","5","NA","NA","NA","1","8","8","10","2","1",78,312,"1","3","11.8675"
"2013","MT",3171,35.6402647797306,"NA","2","2013","25","NA",1952,"1","2","3","MT","2","NA","2","7","NA","1","NA","NA","3","5","NA","NA","NA","NA","4","1","1","2","NA","NA","16","2","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,15460,0,0,3148,0,1,"1","NA","2","1","2","1","NA","NA","6","3","NA","4","4","NA","NA","2","7","0","NA","NA","6","8","NA","NA","1","9","NA","NA","NA","1",60,317,"1","2","34.2469"
"2013","MT",3301,35.6402647797306,"NA","2","2013","8","NA",1946,"2","2","1","MT","2","NA","1","10","NA","1","2","NA","NA",,"20","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","2","1","3","2","NA","2","NA",1,1,0,0,0,1968,1,0,0,0,0,6377,0,0,0,0,1,"1","1","1","3","2","1","NA","NA","NA","5","8","4","NA","2","4","NA","7","NA","5","NA","5","NA","NA","1","1","NA","7","8","NA","1",66,330,"1","7","24.0628"
"2013","MT",3341,35.6402647797306,"NA","2","2013","9","NA",1954,"2","2","3","MT","2","NA","1","11","NA","1","2","NA","3","5","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,0,0,0,1207,1,0,0,0,0,0,0,0,0,0,1,"1","2","3","2","3","3","NA","8","NA","5","6","NA","4","NA","5","3","NA","NA","4","NA","NA","7","NA","1","NA","8","NA","NA","3","1",58,334,"1","6","37.8791"
