"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY010G","PY020G","PY021G","PY030G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PC170","PC180"
"2012","AT",2522701,549.884615384615,,"5","2012","10","6",1959,"2","1","1","AT","2",,"3","1","1",,,,"3","NAs","50",,"p",,"13","1",,"2",,,"15","1","2","3","2",,"2",,42692,0,0,370,0,0,0,0,0,0,0,2957,0,3320,"1","7"
"2012","AT",2565701,549.884615384615,,"6","2012","7","1",1972,"1","3","1","AT","2",,"3","3","2",,,,"3","83","39",,"i",,,"1","2",,,"10","14","1","2","1","2",,"2",,0,0,0,439,0,31344,0,0,0,0,0,0,0,,"2",
"2012","AT",2590001,549.884615384615,,"5","2012","10","8",1983,"1","1","1","AT","2",,"6","1","2",,,,"3","24",,,"l-n","6","12","2","2","2",,,"16","3","2","3","2",,"2",,20618,0,,0,0,0,0,2525,0,0,0,0,0,2337,"2",
"2012","AT",2597101,549.884615384615,,"5","2012","26","11",1960,"2","2","3","AT","2",,"4","1","1","1",,,"1","34",,,"r-u",,"13","1",,"2",,,"16","2","1","2","2",,"2",,35640,0,0,0,1200,0,0,0,0,0,0,0,0,2200,"2",
"2012","AT",2659001,549.884615384615,,"3","2012","6","8",1931,"1","4","3","AT","2",,"3","7","1",,,,"3","74",,,,,,,,"2",,,"19","3","2","3","2",,"2",,0,0,0,10835,300,0,0,0,38348,0,0,0,0,,"2",
"2012","AT",2701501,549.884615384615,,"6","2012","5","12",1950,"1","5","3","AT","2",,"3","7","1",,,,"3","25","40",,,,"13","1","1","2",,,"15","2","1","3","2",,"2",,0,0,0,0,0,0,0,0,35510,0,0,0,0,1100,"2",
"2012","AT",2825401,549.884615384615,,"4","2012","10","9",1947,"2","2","1","AT","1",,"2","10","1",,"2",,,"61",,,,,,,"2",,"4",,"15","1","1","3","2",,"2",,0,0,0,7591,0,0,0,0,0,0,0,0,0,2700,"2",
"2012","AT",2834701,549.884615384615,,"5","2012","7","10",1979,"1","1","1","AT","2",,"3","1","1","1",,,"3","21",,,"b-e",,"12","1","2","2",,,"16","1","2","3","2",,"2",,18822,0,0,0,0,0,0,2286,0,0,0,0,0,1800,"2",
"2012","AT",2838101,549.884615384615,,"4","2012","2","10",1931,"1","4","1","AT","2",,"3","7","2","2",,,"2","41","50",,,,,,"1","2",,,"14","1","2","3","2",,"2",,0,0,0,7930,0,0,0,0,35874,0,0,0,0,1800,"2",
"2012","AT",2911601,549.884615384615,,"5","2012","15","7",1939,"2","4","3","AT","2",,"3","7","2","1","2",,"3","52","80",,"q",,,"1","1","2",,"10","28","2","2","2","2",,"2",,0,0,0,1456,8000,0,0,0,11176,0,0,0,0,,"2",
"2012","AT",2967001,549.884615384615,,"7","2012","9","1",1931,"2","1","1","AT","2",,"6","7","2",,,,"3","61",,,"q",,"13","1","1","1",,,"18","1","2","3","2",,"2",,0,912,0,0,0,0,0,0,29514,0,77,0,0,,"1","7"
"2012","AT",3037001,549.884615384615,,"4","2012","11","9",1952,"1","2","1","AT","2",,"3","2","2",,,,"3","25",,,"a",,,"1",,,,,"16","2","2","3","2",,"2",,21557,0,0,0,1000,0,0,0,0,0,0,0,0,,"1",
"2012","AT",3037002,549.884615384615,,"5","2012","9","7",1953,"2","2","1","EU","2",,"4","10","2","1","2",,"3","33",,,,,,"1","2",,,,"14","1","1","3","2",,"2",,0,0,0,6767,0,0,0,0,0,0,0,0,0,3200,"2",
"2012","AT",3123601,549.884615384615,,"4","2012","12","2",1933,"1","4","3","AT","1",,"2","7","2","1",,,"3","32",,,"a",,"11","1","2","2",,,"23","3","2","3","2",,"2",,0,0,0,1889,500,0,0,0,12366,0,0,0,0,3167,"2",
"2012","AT",3123602,549.884615384615,,"5","2012","6","8",1963,"1","2","1","AT","2",,"4","1","2",,,,"3","13",,,"l-n",,"6","1","2","2",,,"19","2","1","3","2",,"2",,44470,0,0,779,1200,0,0,0,0,0,0,0,0,2767,"2",
"2012","AT",3135801,549.884615384615,,"4","2012","25","10",1965,"1","1","1","AT","2",,"3","1","1",,,,"3","91","39",,"g",,"11","1","2",,,,"18","2","1","3","2",,"2",,51424,0,0,0,0,0,0,0,0,0,0,0,0,1200,"2",
"2012","AT",3135802,549.884615384615,,"5","2012","14","6",1967,"2","2","1","Other","2",,"2","10","2","1","2",,,"52",,,,,"10",,,"1",,,"18","1","2","3","2",,"2",,0,0,0,0,0,0,0,0,0,0,0,0,0,2090,"2","7"
"2012","AT",3157501,549.884615384615,,"4","2012","18","4",1943,"2","4","1","AT","2",,"2","7","1","1",,,"3","44","43",,,,"7","1",,"2","7","5",,"1","1","1","2",,"2",,0,238,0,4459,0,0,9987,0,14471,0,0,0,0,,"2",
"2012","AT",3157502,549.884615384615,,"6","2012","16","5",1977,"1","2","1","AT","2",,"3","5","2",,"2","1","3","81","20",,"h",,,"1",,,,,"15","4","1","2","2",,"2",,1405,0,0,10948,0,0,0,6182,0,0,0,0,0,,"2",
"2012","AT",3185101,549.884615384615,,"6","2012","8","5",1952,"1","2","1","AT","2",,"3","7","1","1",,,"2","42",,,,,"4","1",,"2",,,"20","2","2","3","2",,"2",,0,0,0,0,600,0,0,0,19798,0,0,0,0,2500,"1",
"2012","AT",3185102,549.884615384615,,"5","2012","10","6",1953,"2","2","1","AT","2",,"6","2","1","1",,,"3","23",,,"q",,"1","1","2","2",,,"15","2","2","3","2",,"2",,17743,0,0,0,0,0,0,0,0,0,0,0,0,,"1",
"2012","AT",3233301,549.884615384615,,"6","2012","16","1",1945,"1","2","1","AT","2",,"2","7","1",,"2",,"3","81","20",,"a",,"7","1","2","2",,,"22","2","2","3","2",,"2",,0,0,0,83,0,0,0,0,24615,0,0,0,0,,"2",
"2012","AT",3233302,549.884615384615,,"5","2012","8","1",1941,"2","2","3","AT","2",,"2","10","2","2","2","1",,"51",,,,,,,,,,"4",,"2","2","3","2",,"2",,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2","8"
"2012","AT",3247101,549.884615384615,,"4","2012","12","6",1942,"2","4","1","AT","1","3","2","7","2","1","2",,,"61",,,"a",,"11","1","1",,,"12","32","4","2","3","2",,"2",,0,0,0,3830,0,0,0,0,0,0,0,5502,0,,"2",
"2012","AT",3247102,549.884615384615,,"5","2012","13","5",1942,"1","2","1","AT","2",,"2","7","1","1",,,"3","81",,,"a",,,,"2",,,"9","17","2","2","3","2",,"2",,0,238,0,1257,900,0,0,0,4256,0,0,0,0,3400,"2",
"2012","AT",3382101,549.884615384615,,"3","2012","6","12",1948,"2","2","3","AT","2",,"3","7","2","1","1",,"2","51","39",,,,"10",,,,,,"18","3","2","2","2",,"2",,0,0,0,0,0,0,0,0,1539,12508,0,0,0,1000,"2",
"2012","AT",3382102,549.884615384615,,"7","2012","11","4",1943,"1","2","1","AT","2",,"3","7","1",,,,"3","72","45",,,,"12","1","1","2","7",,"15","5","2","3","2",,"2",,0,0,0,0,720,0,0,0,54479,0,0,0,0,2400,"2",
"2012","AT",3408801,549.884615384615,,"6","2012","7","12",1934,"1","2","3","AT","2",,"3","7","1","1",,,"3","71",,,,"3","6","1",,,,,"20","2","1","2","2",,"2",,0,0,0,25,600,9251,9714,0,5982,0,0,0,0,,"2",
"2012","AT",3408802,549.884615384615,,"5","2012","10","1",1939,"2","4","3","AT","2",,"2","7","1","1",,,"3","83","20",,,,"9","1","2",,,"1","17","3","2","3","2",,"2",,0,0,0,6505,0,5478,0,0,1373,0,0,0,0,2400,"2",
"2012","AT",3465801,549.884615384615,,"5","2012","12","7",1932,"1","2","1","AT","2",,"3","7","1",,,,"3","3","40",,,,,"1",,"2",,,"21","2","2","3","2",,"2",,0,0,0,4565,0,0,0,0,20944,6744,0,0,0,,"2",
"2012","AT",3465802,549.884615384615,,"3","2012","10","10",1943,"2","4","3","AT","2","3","2","7","1",,,,"3","83",,,,,"11","1",,,,,"14","3","2","3","2",,"2",,0,0,0,5650,0,0,0,0,9624,0,0,0,0,,"2",
"2012","AT",3514201,549.884615384615,,"5","2012","15","10",1950,"2","1","3","AT","2",,"2","7","2",,,,"3","94",,,"b-e",,,"1","2",,,,"14","5","2","3","2",,"2",,0,0,0,14593,0,0,0,0,2120,20660,0,0,0,4900,"1",
"2012","AT",3514202,549.884615384615,,"5","2012","9","7",1948,"1","2","1","AT","2",,"2","7","1",,,,"3","82","24",,,,,"1","1",,,"4","19","3","1","3","2",,"2",,0,0,0,7743,0,0,3277,0,34450,0,0,0,0,,"1",
"2012","AT",3654101,549.884615384615,,"4","2012","5","11",1943,"2","2","1","AT","2",,"3","7","1",,,,"3","72","40",,,,"11","1","1","2",,,"15","1","2","3","2",,"2",,0,781,0,0,0,0,0,0,27392,0,0,0,0,,"2","7"
"2012","AT",3654102,549.884615384615,,"5","2012","17","3",1977,"1","1","3","AT","2",,"3","1","1",,,,"3","26","40",,"k",,,,"1","2",,,"15","1","2","3","2",,"2",,32799,0,0,0,0,0,0,0,0,0,0,0,0,2869,"1",
"2012","AT",3680701,549.884615384615,,"4","2012","11","4",1965,"1","2","3","AT","2",,"5","1","1",,,,"3","91","55",,"g",,"3",,"2","2",,,"21","2","2","2","2",,"2",,85954,0,0,13404,0,24432,0,0,0,0,0,0,0,,"2",
"2012","AT",3680702,549.884615384615,,"5","2012","12","3",1967,"2","2","3","AT","1",,"4","2","2","1",,,"2","52","3",,"q",,,,,"1",,,"20","3","2","3","2",,"2",,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2",
"2012","AT",3786901,549.884615384615,,"5","2012","16","9",1931,"2","4","1","AT","2",,"2","7","2",,,,"3","NAs",,,,,,,"2","1",,"11","18","4","1","3","2",,"2",,0,0,0,1664,0,0,0,0,14731,0,0,0,0,,"1",
"2012","AT",3786902,549.884615384615,,"6","2012","20","4",1959,"1","2","3","AT","2",,"3","1","1",,,,"1","91",,,"p",,"13","1","2",,,,"18","1","2","1","1",,"2",,27416,1002,0,6919,0,0,0,0,0,0,699,0,0,2322,"2","7"
"2012","AT",3876701,549.884615384615,,"5","2012","9","11",1945,"1","2","1","AT","2",,"5","7","1","1",,,"3","31","40",,,,"12",,"1","2",,,"15","3","1","3","2",,"2",,0,0,0,0,0,0,0,0,27516,0,0,0,0,2200,"2",
"2012","AT",3876702,549.884615384615,,"6","2012","19","12",1952,"2","2","1","AT","2",,"2","7","1",,"2",,"3","93",,,,"6",,"1","1",,,,"15","1","1","2","2",,"2",,0,0,0,4312,0,0,0,0,0,0,0,22062,0,1300,"2",
"2012","AT",3878701,549.884615384615,,"5","2012","23","4",1965,"1","2","1","AT","2",,"3","1","2",,"2",,"3","93","40",,"o",,"5","1","1",,"1","10","23","1","2","3","2",,"2",,24336,0,0,0,0,0,0,0,0,0,0,0,0,719,"2",
"2012","AT",3878702,549.884615384615,,"6","2012","11","9",1967,"2","5","1","AT","1",,"3","1","1",,,,"1","41","45",,"b-e",,"13","1","2","2",,,"14","2","2","3","2",,"2",,43745,0,0,661,0,0,0,0,0,0,0,0,0,1385,"2",
"2012","AT",3928701,549.884615384615,,"7","2012","9","7",1946,"1","2","1","AT","2",,"3","7","2",,,,"3","72","40",,,,,"1",,"2",,,"15","3","1","3","2",,"2",,0,0,0,0,0,0,0,0,35185,0,0,0,0,5800,"2",
"2012","AT",3928702,549.884615384615,,"5","2012","16","9",1948,"2","2","3","AT","2",,"2","10","1","1","2",,,"NAs",,,,"2",,,"2",,,,"14","1","1","3","2",,"2",,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,"2",
"2012","AT",3932801,549.884615384615,,"5","2012","20","2",1935,"1","2","3","AT","2",,"2","7","2","1",,,"3","73",,,,,"11","1","2","2",,"3","19","2","2","2","2",,"2",,0,0,0,4120,0,0,0,0,38447,0,0,0,0,,"2","10"
"2012","AT",3932802,549.884615384615,,"3","2012","5","9",1936,"2","4","1","AT","2",,"2","7","2","2",,,"3","91",,,,,,,,,,,"25","1","2","3","2",,"2",,0,0,0,0,0,0,0,0,0,0,0,0,0,890,"2",
"2012","AT",4040101,549.884615384615,,"4","2012","8","8",1941,"1","2","1","AT","2",,"3","7","1",,,,"3","75","25",,,"6","1","1","2","1",,,"14","2","1","3","2",,"2",,0,0,0,10975,0,0,0,0,18490,0,0,0,0,1200,"2",
"2012","AT",4040102,549.884615384615,,"6","2012","11","9",1943,"2","4","3","AT","2",,"2","7","1","1",,,"3","44","50",,,,"13","1","1",,,,"15","2","2","3","2",,"2",,0,686,0,8716,0,0,0,0,10901,10484,0,0,0,1800,"2","8"
"2012","AT",4044901,549.884615384615,,"5","2012","12","2",1932,"1","2","1","AT","2",,"3","7","2",,,,"3","12","39",,,,,"1",,"2",,,"15","2","2","3","2",,"2",,0,0,0,0,0,0,0,0,26900,0,0,0,0,4000,"2",
"2012","AT",4044902,549.884615384615,,"5","2012","9","3",1943,"2","4","1","AT","2",,"2","7","2","1",,,"3","91",,,"p",,,"2","1",,,,"18","3","2","3","2",,"2",,0,0,0,19145,0,0,0,0,21102,0,0,0,0,,"2",
"2012","AT",4065401,549.884615384615,,"3","2012","10","11",1931,"1","4","3","AT","2",,"3","7","1",,,,"3","72","40",,,,"13","1","1","2",,,"18","3","2","3","2",,"2",,0,238,0,0,0,0,0,0,26411,0,0,0,0,,"2",
"2012","AT",4065402,549.884615384615,,"6","2012","5","3",1952,"2","2","1","AT","2",,"2","10","2","1",,,"3","94","39",,"a",,,"2","1",,,,"20","2","1","3","2",,"2",,11467,0,0,0,0,4,0,0,0,0,0,0,0,,"2",
"2012","AT",4145201,549.884615384615,,"4","2012","6","12",1955,"1","2","3","AT","2",,"3","1","2",,,,"3","71","45",,"b-e",,"1","1","1","2",,,"17","3","1","1","2",,"2",,35969,0,0,6282,0,0,0,0,0,0,0,0,0,1800,"2",
"2012","AT",4145202,549.884615384615,,"4","2012","15","12",1958,"2","1","1","AT","2",,"6","5","1",,,,"3","53",,,"q",,,"1","2",,,,"14","1","2","3","2",,"2",,14675,0,0,9571,0,0,0,0,0,0,0,0,0,,"2","8"
"2012","AT",4163201,549.884615384615,,"4","2012","10","6",1982,"1","5","1","Other","2",,"4","1","2",,,,"3","83","45",,"g",,,"1","2","2",,"2","14","1","2","3","2",,"2",,24213,0,0,0,180,0,0,0,0,0,0,0,0,,"2",
"2012","AT",4163202,549.884615384615,,"6","2012","9","8",1990,"2","1","1","AT","2","3","3","6","2","2","2",,,"NAs","35",,,,,,"1",,,"10","16","1","1","3","2",,"2",,1695,0,0,0,0,0,0,0,0,0,0,0,0,5500,"2","5"
"2012","AT",4226501,549.884615384615,,"5","2012","10","3",1940,"1","2","1","AT","2",,"3","7","1",,,,"3","NAs",,,,,"12","1","2","1",,,"18","1","1","3","2",,"2",,0,0,0,0,600,0,0,0,33464,0,0,0,0,,"2","8"
"2012","AT",4226502,549.884615384615,,"5","2012","16","7",1942,"2","4","3","AT","2","4","6","7","2","1",,,"3","83",,,"q",,"5",,,,,,"15","3","2","3","2",,"2",,0,0,0,657,0,0,0,0,2371,0,224,0,0,,"2","3"
"2012","AT",4230201,549.884615384615,,"4","2012","14","1",1931,"1","4","2","AT","2",,"3","7","2",,"2",,"3","72",,,,"6","7",,,,,,"27","1","1","3","2",,"2",,0,0,0,0,0,0,0,0,0,0,21030,0,0,2500,"2",
"2012","AT",4230202,549.884615384615,,"4","2012","6","4",1952,"2","2","1","AT","2",,"6","7","1","1",,,"3","24","25",,,,"12","1",,"2",,,"20","1","2","3","2",,"2",,0,0,0,1761,0,0,0,0,6896,18683,0,0,0,1600,"2",
"2012","AT",4241601,549.884615384615,,"6","2012","8","3",1931,"1","4","1","AT","2",,"3","7","1",,,,"3","72","35","9",,,,"1","2","2",,,,"1","2","2","2",,"2",,0,0,0,0,600,0,5789,0,13566,0,0,0,0,,"2","10"
"2012","AT",4241602,549.884615384615,,"3","2012","25","6",1952,"2","2","3","AT","2",,"3","7","2","1",,,"3","91",,,"p",,,"1","2","2",,,"16","2","2","2","2",,"2",,0,0,0,8193,960,0,0,0,14333,0,0,0,0,,"2",
"2012","AT",4262401,549.884615384615,,"4","2012","12","2",1963,"2","1","1","AT","2",,"2","8","1","1",,,"3","NAs",,,,,,"1",,"2",,,"15","2","1","3","2",,"2",,11181,0,0,0,0,0,0,0,0,0,697,0,0,,"1",
"2012","AT",4262402,549.884615384615,,"4","2012","12","6",1964,"1","2","3","AT","2",,"4","1","1",,,,"3","33",,"20","g",,"12","1",,,,,"16","2","2","3","2",,"2",,26867,0,0,6628,360,0,0,0,0,0,0,0,0,,"2",
"2012","AT",4262501,549.884615384615,,"4","2012","11","4",1931,"2","4","1","AT","2",,"2","7","1","1",,,"2","NAs",,,,,,"1","1","1",,"3","17","2","2","3","2",,"2",,0,0,0,0,480,0,0,0,16120,0,0,0,0,,"1",
"2012","AT",4262502,549.884615384615,,"4","2012","8","1",1959,"1","2","1","AT","2",,"3","1","1",,,,"3","91",,,"p",,"13","1","1","2",,,"14","3","1","2","2",,"2",,31219,0,0,9609,0,0,0,0,0,0,0,0,0,,"2",
"2012","AT",4270001,549.884615384615,,"7","2012","11","2",1934,"1","2","1","AT","2",,"5","7","1",,,,"3","14",,,,,"13","1","1","2",,,"18","1","1","2","2",,"2",,0,0,0,0,2280,0,13220,0,68958,0,0,0,0,1780,"2",
"2012","AT",4270002,549.884615384615,,"4","2012","8","7",1937,"2","2","1","AT","2",,"4","10","2","2",,,,"51",,,,"6",,,,,,,"18","2","2","3","2",,"2",,0,0,0,3885,0,0,0,0,0,0,0,0,0,1550,"2","2"
